global_rank,micronode_id,score,bairro,regional,faction,longitude,latitude,local_street_pressure,nearby_streets_count,nearby_streets
47,Timbaúba,71.76,JUAZEIRO DO NORTE,interior,PCC,-39.301542184210525,-7.2154447631578975,4.691,14,TIMBAÚBA; RUA ASSIS DIAS SOBREIRA; AREA SEM NOME
48,Alto,71.722,JUAZEIRO DO NORTE,interior,CV,-39.312726875,-7.205163812500001,4.784,15,ALTO; ERRO_API_KEY; RUA DO SEMINÁRIO
49,VILA FATIMA,70.424,JUAZEIRO DO NORTE,interior,PCC,-39.29991402222222,-7.207199266666667,3.328,11,VILA FATIMA; AREA SEM NOME; RUA ASSIS DIAS SOBREIRA
50,São José,70.212,JUAZEIRO DO NORTE,interior,CV,-39.34910941666667,-7.229535208333334,3.245,9,SÃO JOSÉ; TRAVESSA SÃO JOSÉ; AVENIDA CICERO GONÇALVES
51,Conj. Barro Branco 1,69.968,JUAZEIRO DO NORTE,interior,PCC,-39.378038200000006,-7.2435856,3.251,7,CONJ. BARRO BRANCO 1; RUA PEDRO AGOSTINHO DE SOUSA; RUA 05 ERNANDO RIBEIRO DA CRUZ
52,Socorro,69.931,JUAZEIRO DO NORTE,interior,CV,-39.32336263888889,-7.202973916666666,3.161,11,SOCORRO; SALESIANOS; AVENIDA PADRE CÍCERO
53,Bairro Limoeiro,69.802,JUAZEIRO DO NORTE,interior,CV,-39.30056788235294,-7.224925588235293,2.998,10,BAIRRO LIMOEIRO; TIMBAÚBA; RUA ASSIS DIAS SOBREIRA
54,Campo Alegre,69.648,JUAZEIRO DO NORTE,interior,CV,-39.287976138888894,-7.2508061111111095,2.724,7,CAMPO ALEGRE; RUA JOÃO PEREIRA DE CARVALHO; RUA FRANCISCO MEDEIROS DA SILVA
55,ÁREA DE INFLUÊNCIA DO PCC,69.578,JUAZEIRO DO NORTE,interior,PCC,-39.374815468181815,-7.225181972727273,2.188,5,ÁREA DE INFLUÊNCIA DO PCC; RUA DOUTOR FRANCISCO ESMERALDO DE MELO; RUA PEDRO GOMES DE NORÕES
56,SÃO JOSÉ X COM JN,69.514,JUAZEIRO DO NORTE,interior,CV,-39.363320996296295,-7.234312781481482,2.623,6,SÃO JOSÉ X COM JN; RUA PADRE FREDERICO; RUA JOÃO AVELINO SOARES
57,Bairro da Malvinas - Barbalha,69.413,JUAZEIRO DO NORTE,interior,CV,-39.28155913636363,-7.303047386363636,1.874,5,BAIRRO DA MALVINAS - BARBALHA; AV. LUIZ GONZAGA; RUA P-18
58,Bulandeira - Barbalha,69.162,JUAZEIRO DO NORTE,interior,CV,-39.31173175,-7.293588833333332,1.712,4,BULANDEIRA - BARBALHA; AVENIDA PAULO MARQUÊS; RUA PROJETADA | M
59,Lagoa Seca- Juazeiro do Norte,68.883,JUAZEIRO DO NORTE,interior,CV,-39.32613322222223,-7.247637000000002,2.191,7,LAGOA SECA- JUAZEIRO DO NORTE; AVENIDA LEÃO SAMPAIO; RUA JÚLIA JORGE COUTO
60,Residencial São Sebastião,68.851,JUAZEIRO DO NORTE,interior,CV,-39.271257142857145,-7.230486142857143,2.199,4,RESIDENCIAL SÃO SEBASTIÃO; AREA SEM NOME; RESIDENCIAL NOSSA SENHORA DAS DORES - JUAZEIRO DO NORTE
61,Bertolândia,68.736,JUAZEIRO DO NORTE,interior,CV,-39.28222486666667,-7.2311659666666666,1.665,3,BERTOLÂNDIA; RESIDENCIAL NOSSA SENHORA DAS DORES - JUAZEIRO DO NORTE; RESIDENCIAL SÃO SEBASTIÃO
62,Sítio Estrela - Barbalha,68.72,JUAZEIRO DO NORTE,interior,CV,-39.26650672413793,-7.279947310344825,1.448,2,SÍTIO ESTRELA - BARBALHA; PRAÇA MARIA FELICIO
63,Bairro José Geraldo da Cruz,68.463,JUAZEIRO DO NORTE,interior,CV,-39.3048692,-7.2387502,1.693,4,BAIRRO JOSÉ GERALDO DA CRUZ; AVENIDA UNIVERSITÁRIA; JOÃO CABRAL
64,MATA DOS LIMAS,68.375,JUAZEIRO DO NORTE,interior,CV,-39.32526368666666,-7.279065693333334,0.922,1,MATA DOS LIMAS
65,VILA 3 MARIAS,68.338,JUAZEIRO DO NORTE,interior,CV,-39.310322449999994,-7.176342278571428,1.675,3,VILA 3 MARIAS; VILA TRÊS MARIAS; CONDOMINIO LEANDRO BEZERRA
66,Pedrinhas,68.268,JUAZEIRO DO NORTE,interior,PCC,-39.27631445,-7.199595775000001,1.361,4,PEDRINHAS; VILA NOVA; RUA JOAQUIM LEANDRO DE SOUZA
67,Lagoa - Barbalha,68.196,JUAZEIRO DO NORTE,interior,CV,-39.29101172727272,-7.279823954545455,1.188,1,LAGOA - BARBALHA
68,Condomínios Tenente Coelho,68.152,JUAZEIRO DO NORTE,interior,PCC,-39.2853975875,-7.2109234375,1.615,5,CONDOMÍNIOS TENENTE COELHO; PEDRINHAS; VILA FATIMA
69,Residencial Nossa Senhora das Dores - Juazeiro do norte,68.126,JUAZEIRO DO NORTE,interior,CV,-39.27799215384616,-7.224133384615384,1.568,4,RESIDENCIAL NOSSA SENHORA DAS DORES - JUAZEIRO DO NORTE; BERTOLÂNDIA; RESIDENCIAL SÃO SEBASTIÃO
70,CONDOMINIO LEANDRO BEZERRA,67.996,JUAZEIRO DO NORTE,interior,CV,-39.30089946,-7.171924680000001,1.385,3,CONDOMINIO LEANDRO BEZERRA; VILA 3 MARIAS; VILA TRÊS MARIAS
71,Vila Nova,67.984,JUAZEIRO DO NORTE,interior,PCC,-39.27197727586208,-7.198310034482757,1.306,3,VILA NOVA; PEDRINHAS; RUA JOAQUIM LEANDRO DE SOUZA
72,Bela vista - Crato,67.633,JUAZEIRO DO NORTE,interior,CV,-39.38628216666667,-7.178315916666667,0.963,1,BELA VISTA - CRATO
73,Comunidade do gato morto - Sobral,67.349,MERUOCA,interior,CV,-40.375543,-3.6744842333333327,10.218,24,COMUNIDADE DO GATO MORTO - SOBRAL; RUA RAIMUNDO MENDES ÁGUIAR; TRAVESSA RAIMUNDO NONATO DOS SANTOS
74,Horto- Juazeiro do Norte,67.274,JUAZEIRO DO NORTE,interior,CV,-39.328922383561654,-7.18321616438356,0.513,1,HORTO- JUAZEIRO DO NORTE
75,1° de Maio,63.7,SOBRAL,interior,CV,-40.266874333333334,-3.804587833333333,6.9,14,1° DE MAIO; CIDADE DE DEUS- FORQUILHA; AREA SEM NOME
76,Cohab,63.605,SOBRAL,interior,CV,-40.263533125,-3.8013503749999997,6.861,13,COHAB; SALSA; AREA SEM NOME
77,Levada,63.477,MESSEJANA,capital,CV,-38.48783283333333,-3.8251020000000007,14.022,56,LEVADA; RUA DOUTOR JOAQUIM BENTO; RUA VICENTE NOBRE MACÊDO
78,Jubina,63.468,SOBRAL,interior,CV,-40.2658641,-3.8006215000000005,6.729,13,JUBINA; COHAB; SALSA
79,Salsa,62.928,SOBRAL,interior,CV,-40.2635782,-3.800054133333333,6.237,12,SALSA; COHAB; AREA SEM NOME
80,Conjunto São Bernardo,62.798,MESSEJANA,capital,MASSA,-38.49008374999999,-3.8185046250000005,13.079,51,CONJUNTO SÃO BERNARDO; RUA CECÍLIA MEIRELES; RUA NICOLAU COELHO
81,Sinhá Saboia,62.639,SOBRAL,interior,CV,-40.33474492307692,-3.7058815384615382,5.759,13,SINHÁ SABOIA; RUA MARIINHA PAIVA; RUA SINHÁ SABÓIA
82,Rua dos Cocos,62.583,SOBRAL,interior,CV,-40.26302266666668,-3.8057770833333335,5.94,13,RUA DOS COCOS; ALTO ALEGRE; AREA SEM NOME
83,Favela do Bical,62.546,BARRA DO CEARÁ,capital,CV,-38.57510290909091,-3.7048302727272726,26.019,91,FAVELA DO BICAL; CONDOMÍNIO DA 6 (COMPLEXO DA BARRA DO CEARÁ); FAVELA DA CIRANDAR
84,Cidade de Deus- Forquilha,62.456,SOBRAL,interior,CV,-40.269666046511645,-3.806140953488373,5.802,13,CIDADE DE DEUS- FORQUILHA; RUA ANTÔNIO DE LOURDES; 1° DE MAIO
85,Várzea Grande,62.194,SOBRAL,interior,TCP/GDE,-40.341413953488384,-3.6962589069767446,6.928,17,VÁRZEA GRANDE; TRAVESSA ITÁLIA; RUA VEREADOR FRANCISCO FELIX PORTO
86,Cidade dos Anjos,62.163,SOBRAL,interior,CV,-40.27067613333334,-3.8022530666666667,5.568,13,CIDADE DOS ANJOS; CIDADE DE DEUS- FORQUILHA; 1° DE MAIO
87,Comunidade da Portelinha- Messejana,62.034,MESSEJANA,capital,MASSA,-38.4925862,-3.818338,13.388,48,COMUNIDADE DA PORTELINHA- MESSEJANA; RUA NICOLAU COELHO; RUA VILAMAR DAMASCENO
88,Rodoviária - Maranguape,61.909,MARACANAÚ,rmf,CV,-38.680890857142856,-3.8962617857142847,8.882,28,RODOVIÁRIA - MARANGUAPE; RUA CHICÓ ANÍSIO; TANGUEIRA
89,Favela da Cirandar,61.902,BARRA DO CEARÁ,capital,CV,-38.5738459375,-3.7034288125000003,25.06,87,FAVELA DA CIRANDAR; FAVELA DA 3P; COMUNIDADE DO CIMPELCO (COMPLEXO DA BARRA DO CEARÁ)
90,Condomínio da 6 (Complexo da Barra do Ceará),61.827,BARRA DO CEARÁ,capital,CV,-38.575895125,-3.703581625,25.054,84,CONDOMÍNIO DA 6 (COMPLEXO DA BARRA DO CEARÁ); COMUNIDADE DO CIMPELCO (COMPLEXO DA BARRA DO CEARÁ); FAVELA DO BICAL
91,Pico da Esperança,61.751,SOBRAL,interior,CV,-40.2675967037037,-3.809076296296296,5.188,12,PICO DA ESPERANÇA; RUA MANOEL LIBERATO ARAGÃO; CIDADE DE DEUS- FORQUILHA
92,Comunidade da Conquista,61.709,MESSEJANA,capital,MASSA,-38.493964181818185,-3.8212205454545454,12.553,46,RUA LETÍCIA; COMUNIDADE DA CONQUISTA; RUA VILAMAR DAMASCENO
93,Beco da Maravilha,61.69,MESSEJANA,capital,CV,-38.488959,-3.8290662500000003,12.856,52,BECO DA MARAVILHA; RUA DOUTOR JOAQUIM BENTO; RUA SANTO EXPEDITO
94,Morro da Colônia (Complexo da Barra do Ceará),61.638,CRISTO REDENTOR,capital,CV,-38.571580375,-3.7052915,24.581,90,RUA JOSÉ LUÍS NETO; RUA TAMBAÚ; MORRO DA COLÔNIA (COMPLEXO DA BARRA DO CEARÁ)
95,Santo Antônio,61.636,SOBRAL,interior,CV,-40.341418999999995,-3.7056791666666666,4.987,14,SANTO ANTÔNIO; RUA SANTA CLARA; RUA SAO JOAQUIM
96,Comunidade Olical,61.564,BARRA DO CEARÁ,capital,CV,-38.575221600000006,-3.7098970000000002,24.697,95,COMUNIDADE OLICAL; CONJUNTO CIDADE DE DEUS OU CDD; COMANDINHO
97,Comunidade do Cimpelco (Complexo da Barra do Ceará),61.516,BARRA DO CEARÁ,capital,CV,-38.57488875000001,-3.702525750000001,24.471,84,COMUNIDADE DO CIMPELCO (COMPLEXO DA BARRA DO CEARÁ); 4 VARAS; FAVELA DA CIRANDAR
98,Parque Iracema I,61.414,MESSEJANA,capital,MASSA,-38.49328105882353,-3.8167911176470586,11.77,45,PARQUE IRACEMA I; COMUNIDADE DA PORTELINHA- MESSEJANA; RUA NICOLAU COELHO
99,Alto Alegre,61.412,SOBRAL,interior,CV,-40.260892269230766,-3.8036265769230764,4.854,10,ALTO ALEGRE; RUA DOS COCOS; AREA SEM NOME
100,Jatobá,61.363,SOBRAL,interior,CV,-40.328697999999996,-3.705087666666667,4.835,12,JATOBÁ; COHAB I; COHAB II
101,Conjunto Cidade de Deus ou CDD,61.345,BARRA DO CEARÁ,capital,CV,-38.57768966666667,-3.711623733333333,24.24,94,CONJUNTO CIDADE DE DEUS OU CDD; COMUNIDADE GRAFITEIROS; COMUNIDADE OLICAL
102,6 Companheiros,61.27,BARRA DO CEARÁ,capital,CV,-38.57858088888889,-3.7086027777777772,24.299,90,6 COMPANHEIROS; AVENIDA 20 DE JANEIRO; COMUNIDADE GRAFITEIROS
103,LAGOA SECA,61.263,MESSEJANA,capital,CV,-38.49977998888889,-3.8235137666666668,10.707,48,LAGOA SECA; RUA JURITI; RUA SANTA CLARA DE ASSIS
104,Guabiraba,61.256,MARACANAÚ,rmf,CV,-38.688817368421056,-3.8961198947368425,8.46,22,GUABIRABA; RUA ENÓI DE ABREU BRAGA; BECO DO BURACO - VILA SÃO JOSÉ - ALTO DO CAJUEIRO
105,Comunidade do HX,61.19,BARRA DO CEARÁ,capital,CV,-38.58005808695653,-3.7017242173913045,23.388,73,COMUNIDADE DO HX; BECO DA POMPEIA; RUA DO LEME
106,Mororó,61.167,MARACANAÚ,rmf,CV,-38.67521514285715,-3.886540071428571,8.553,22,MORORÓ; RUA RAIMUNDO JUSTINI DE MORAIS; RUA MARIA ESTRELA
107,Alto Cemitério,61.044,MARACANAÚ,rmf,CV,-38.685423351351346,-3.887221891891892,8.466,27,ALTO CEMITÉRIO; RUA CHICÓ AMADOR; RUA RAIMUNDO HERBSTER
108,Canal (Complexo da Barra do Ceará),61.017,BARRA DO CEARÁ,capital,CV,-38.57688727272727,-3.701610272727273,23.181,76,CANAL (COMPLEXO DA BARRA DO CEARÁ); COMUNIDADE DO CIMPELCO (COMPLEXO DA BARRA DO CEARÁ); 4 VARAS
109,Beco da Pompeia,60.991,BARRA DO CEARÁ,capital,CV,-38.579242,-3.702418833333334,23.947,75,BECO DA POMPEIA; COMUNIDADE DO HX; AREA SEM NOME
110,Beco Da Zeza,60.935,BARRA DO CEARÁ,capital,CV,-38.58026257142857,-3.7043595714285718,23.844,77,BECO DA ZEZA; AREA SEM NOME; AVENIDA 20 DE JANEIRO
111,Comunidade Grafiteiros,60.88,BARRA DO CEARÁ,capital,CV,-38.58043800000001,-3.7104342631578953,23.444,89,COMUNIDADE GRAFITEIROS; COMUNIDADE DO GUETO NOVO; CONJ. JACIARA
112,COHAB I,60.841,SOBRAL,interior,CV,-40.333028222222225,-3.7090693333333338,4.285,12,COHAB I; SINHÁ SABOIA; JATOBÁ
113,COHAB II,60.755,SOBRAL,interior,CV,-40.3318,-3.7005100400000015,4.085,12,COHAB II; RUA 8; JATOBÁ
114,Beco da 20,60.049,BARRA DO CEARÁ,capital,CV,-38.58260357142857,-3.7061291428571432,22.354,76,BECO DA 20; CONJUNTO 7 PRÉDIOS; LAMA SECA
115,Comunidade do Gueto,60.015,BARRA DO CEARÁ,capital,CV,-38.5822696,-3.7077644,22.281,81,COMUNIDADE DO GUETO; BECO DA 20; CONJUNTO 7 PRÉDIOS
116,Conj. Jaciara,59.948,BARRA DO CEARÁ,capital,CV,-38.58048766666666,-3.712563333333333,22.241,88,CONJ. JACIARA; COMUNIDADE GRAFITEIROS; CONJUNTO CIDADE DE DEUS OU CDD
117,Outra Banda,59.946,MARACANAÚ,rmf,CV,-38.679789529411764,-3.8816516960784324,7.747,24,OUTRA BANDA; RUA GONTRAN NASCIMENTO; RUA DOUTOR ARGEU BRAGA HERBSTER
118,Comunidade do Gueto Novo,59.874,BARRA DO CEARÁ,capital,CV,-38.58282529090909,-3.710131472727272,21.616,83,COMUNIDADE DO GUETO NOVO; COMUNIDADE DO GUETO; COMUNIDADE GRAFITEIROS
119,4 Varas,59.835,BARRA DO CEARÁ,capital,CV,-38.57421770588236,-3.7012234411764706,22.026,77,4 VARAS; COMUNIDADE DO CIMPELCO (COMPLEXO DA BARRA DO CEARÁ); FAVELA DA 3P
120,Cemitério,59.775,MESSEJANA,capital,CV,-38.4924548,-3.836622866666667,9.397,39,RUA COPÉRNICO; CEMITÉRIO; TRAVESSA MARIO BARCELOS
121,Conjunto 7 Prédios,59.748,BARRA DO CEARÁ,capital,CV,-38.583178,-3.7055008000000003,22.076,77,CONJUNTO 7 PRÉDIOS; BECO DA 20; LAMA SECA
122,Favela da 3P,59.667,BARRA DO CEARÁ,capital,CV,-38.57287735714285,-3.7018696071428576,21.836,79,FAVELA DA 3P; 4 VARAS; FAVELA DA CIRANDAR
123,Caic,59.597,GRANJA LISBOA,capital,CV,-38.61722188235294,-3.781109235294117,10.207,46,CAIC; RESIDENCIAL MARIA ALVES CARIOCA; MUTIRÃO DA SÃO FRANCISCO
124,COHAB II,59.424,SOBRAL,interior,CV,-40.33633494444444,-3.713177955555556,3.007,8,RUA FRANCISCO RODRIGUES DA COSTA; RUA JOSÉ RADIER DE SOUSA; SINHÁ SABOIA
125,Jereissati Setor D - Maracanaú,59.16,MARACANAÚ,rmf,CV,-38.618326520000004,-3.8813451199999998,6.899,25,JEREISSATI SETOR D - MARACANAÚ; JEREISSATI SETOR E - MARACANAÚ; JEREISSATI SETOR A - MARACANAÚ
126,Quadrinhas,59.154,BARRA DO CEARÁ,capital,CV,-38.58083138461538,-3.6990133846153856,21.165,63,QUADRINHAS; FAVELINHA; RUA DO LEME
127,Parque São João,59.15,MARACANAÚ,rmf,CV,-38.67814661111111,-3.9002411666666665,7.502,22,PARQUE SÃO JOÃO; RUA CÔNEGO HEITOR VIÊIRA CAVALCANTE; TANGUEIRA
128,Parque Santa Fé,59.138,MARACANAÚ,rmf,CV,-38.685771823529414,-3.899302823529411,7.324,21,PARQUE SANTA FÉ; TRAVESSA VALTER PIMENTA LÍRA; RUA AGOSTINHO FERNANDES
129,Travessa,58.981,BARRA DO CEARÁ,capital,CV,-38.58306729268293,-3.6994072926829276,20.508,60,RUA JANGADA; TRAVESSA; COMUNIDADE DO CAMPINHO
130,Morro do Grêmio,58.963,BARRA DO CEARÁ,capital,CV,-38.57919623809524,-3.6986530000000006,20.697,63,MORRO DO GRÊMIO; RUA DO LEME; GOIABEIRAS
131,Rua do trilho,58.836,MARACANAÚ,rmf,CV,-38.62686676923076,-3.881599692307692,7.421,24,RUA DO TRILHO; PASSARELA; FAVELA DA LAGOA
132,Goiabeiras,58.82,BARRA DO CEARÁ,capital,CV,-38.57778283333334,-3.6986365000000005,20.207,63,RUA DOUTOR JOSÉ ROBERTO SALES; GOIABEIRAS; MORRO DO GRÊMIO
133,Comunidade dos Coqueiros (Complexo da Barra do Ceará),58.776,CRISTO REDENTOR,capital,CV,-38.57071923809524,-3.7023122380952382,20.495,80,COMUNIDADE DOS COQUEIROS (COMPLEXO DA BARRA DO CEARÁ); FAVELA DA 3P; RUA JOSÉ LUÍS NETO
134,Jereissati Setor H - Pacatuba,58.765,MARACANAÚ,rmf,CV,-38.614602777777776,-3.8890546296296313,6.626,21,JEREISSATI SETOR H - PACATUBA; AVENIDA XVII; JEREISSATI SETOR E - MARACANAÚ
135,Lama Seca,58.748,BARRA DO CEARÁ,capital,CV,-38.584172875,-3.7063896875,20.631,73,LAMA SECA; CONJUNTO 7 PRÉDIOS; BECO DA 20
136,Coité,58.732,MARACANAÚ,rmf,CV,-38.67582890625,-3.907433,7.316,18,COITÉ; RUA MANOEL QUEIRÓS DE OLIVEIRA; RUA OLÍMPIO MIGUEL DOS SANTOS
137,Tangueira,58.605,MARACANAÚ,rmf,CV,-38.677139933333336,-3.896820333333333,7.215,22,TANGUEIRA; PARQUE SÃO JOÃO; RUA RAIMUNDO BONIFÁCIO DA SILVA
138,SALGADOS DOS MACHADOS,58.482,SOBRAL,interior,PCC,-40.34261556716418,-3.7766170597014934,2.113,3,SALGADOS DOS MACHADOS; RUA JOAQUIM TEOTÔNIO; RUA DO MILA
139,Alto da Paz,58.288,GRANJA LISBOA,capital,CV,-38.618707256410254,-3.7897760000000003,9.648,48,ALTO DA PAZ; AREA SEM NOME; FAVELINHA- GRANJA LISBOA
140,Comunidade Do Campinho,58.253,BARRA DO CEARÁ,capital,CV,-38.584416857142855,-3.6998560000000005,19.768,61,COMUNIDADE DO CAMPINHO; RUA JANGADA; TRAVESSA
141,Fronteira (Complexo da Barra do Ceará),58.101,CRISTO REDENTOR,capital,CV,-38.566077875000005,-3.706121125,19.683,85,FRONTEIRA (COMPLEXO DA BARRA DO CEARÁ); BURACO DO CÉU; AREA SEM NOME
142,Jereissati Setor C - Maracanaú,58.091,MARACANAÚ,rmf,CV,-38.610529,-3.880414538461539,6.716,24,JEREISSATI SETOR C - MARACANAÚ; RUA 31; JEREISSATI SETOR B - MARACANAÚ
143,B13 - (Complexo da Barra do Ceará),58.018,BARRA DO CEARÁ,capital,CV,-38.574080181818175,-3.7071364545454553,19.498,57,B13 - (COMPLEXO DA BARRA DO CEARÁ); RUA TAMBAÚ; FAVELA DO BICAL
144,Jereissati Setor E - Maracanaú,58.017,MARACANAÚ,rmf,CV,-38.619134352941174,-3.887311470588235,6.828,23,JEREISSATI SETOR E - MARACANAÚ; BOA VISTA - MARACANAÚ; JEREISSATI SETOR H - PACATUBA
145,Campo do Cruzeiro,57.986,BARRA DO CEARÁ,capital,CV,-38.5850488,-3.7030892,19.388,67,CAMPO DO CRUZEIRO; COMUNIDADE DO CAMPINHO; CONJUNTO 7 PRÉDIOS
146,Favelinha,57.783,BARRA DO CEARÁ,capital,CV,-38.58257447222222,-3.697893694444444,18.871,54,FAVELINHA; COMUNIDADE SÃO ANTONIO; RUA JANGADA
147,Passarela,57.683,MARACANAÚ,rmf,CV,-38.62390864516128,-3.8811986774193548,6.599,22,PASSARELA; RUA DO TRILHO; FAVELA DA LAGOA
148,Comunidade do Prourb,57.682,MARACANAÚ,rmf,CV,-38.67169216666666,-3.885003133333333,6.742,21,COMUNIDADE DO PROURB; CONDOMÍNIO DA PALMEIRINHA; MORORÓ
149,Jereissati Setor G - Pacatuba,57.472,MARACANAÚ,rmf,CV,-38.60721523529413,-3.8852174117647063,6.406,23,JEREISSATI SETOR G - PACATUBA; RESIDENCIAL PACATUBA 2; CAMPOS DO JORDÃO
150,Piratininga,57.41,MARACANAÚ,rmf,CV,-38.62739308333334,-3.869460666666667,6.229,20,PIRATININGA; COQUEIRAL - MARACANAÚ; RUA ARI LOBO
151,Mutirão da São Francisco,57.284,GRANJA LISBOA,capital,CV,-38.61454657142857,-3.7844195714285713,11.719,47,MUTIRÃO DA SÃO FRANCISCO; RUA EDSON MARTINS; RESIDENCIAL MARIA ALVES CARIOCA
152,Residencial Pacatuba 1,57.229,MARACANAÚ,rmf,CV,-38.60664216666667,-3.8910968333333336,6.628,19,RESIDENCIAL PACATUBA 1; RESIDENCIAL PACATUBA 2; JEREISSATI SETOR F - PACATUBA
153,Alta Delta,57.191,MARACANAÚ,rmf,CV,-38.691858624999995,-3.920908125,6.36,15,ALTA DELTA; RUA MANOEL NUNES DO NASCIMENTO; RUA MUNDINHO CARLOS
154,Travessa,57.121,GRANJA LISBOA,capital,CV,-38.6095238,-3.7890133999999995,12.037,50,TRAVESSA; BECO DO EDSON; RUA CORONEL JOÃO CORREIA
155,Distrito de Cacimbinha,57.118,SOBRAL,interior,CV,-40.2042639,-3.8042765750000007,0.93,1,DISTRITO DE CACIMBINHA
156,Comunidade Forró do Meu,57.113,GRANJA LISBOA,capital,CV,-38.618208615384624,-3.7965139615384613,9.342,46,COMUNIDADE FORRÓ DO MEU; COMUNIDADE MUTIRÃO; FAVELINHA- GRANJA LISBOA
157,Favela da Mangueira,57.088,GRANJA LISBOA,capital,CV,-38.61257855555555,-3.7843851111111113,11.228,46,FAVELA DA MANGUEIRA; MUTIRÃO DA SÃO FRANCISCO; RUA EDSON MARTINS
158,Residencial Pacatuba 2,57.068,MARACANAÚ,rmf,CV,-38.606330428571425,-3.890242,6.544,18,RESIDENCIAL PACATUBA 2; RESIDENCIAL PACATUBA 1; JEREISSATI SETOR G - PACATUBA
159,Santos Dumont,57.008,MARACANAÚ,rmf,CV,-38.687354595238105,-3.9059278095238095,6.217,19,SANTOS DUMONT; RUA GUIOMAR CÂMARA; RUA VALDECY SOUSA DE OLIVEIRA
160,Comunidade São Antonio,56.83,BARRA DO CEARÁ,capital,CV,-38.58251295,-3.6966321,17.655,52,COMUNIDADE SÃO ANTONIO; COMUNIDADE SÃO PEDRO; FAVELINHA
161,Comunidade Riacho Doce- Barra do Ceará,56.806,BARRA DO CEARÁ,capital,CV,-38.58641225,-3.7109867500000004,17.299,72,COMUNIDADE RIACHO DOCE- BARRA DO CEARÁ; COMUNIDADE DO GUETO NOVO; RUA MANUEL MOURA
162,Planalto Benjamin,56.795,MARACANAÚ,rmf,CV,-38.61897728571429,-3.893911428571429,6.191,21,PLANALTO BENJAMIN; VILA DAS FLORES; AVENIDA XVII
163,Beco do Edson,56.791,GRANJA LISBOA,capital,CV,-38.60900399999999,-3.7865444000000004,11.528,48,BECO DO EDSON; TRAVESSA; FAVELA DA MANGUEIRA
164,Comunidade Mutirão,56.75,GRANJA LISBOA,capital,CV,-38.61543381818181,-3.796630181818182,9.889,47,COMUNIDADE MUTIRÃO; COMUNIDADE FORRÓ DO MEU; FAVELINHA- GRANJA LISBOA
165,Coqueiral - Maracanaú,56.689,MARACANAÚ,rmf,CV,-38.626063411764704,-3.8662988235294127,6.09,17,COQUEIRAL - MARACANAÚ; RUA CINCO; RUA ARI LOBO
166,Boa Vista - Maracanaú,56.625,MARACANAÚ,rmf,CV,-38.623106285714286,-3.8887884285714276,6.239,21,BOA VISTA - MARACANAÚ; ESTAÇÃO - BOA VISTA; JEREISSATI SETOR E - MARACANAÚ
167,Favela Da Lagoa,56.603,MARACANAÚ,rmf,CV,-38.626757722222216,-3.876714611111111,6.284,20,FAVELA DA LAGOA; RUA DO TRILHO; AREA SEM NOME
168,Ouro preto,56.537,MARACANAÚ,rmf,CV,-38.621796791666675,-3.8714770416666666,6.235,20,OURO PRETO; JEREISSATI SETOR A - MARACANAÚ; NOVO MARACANAÚ
169,Morro Do Santiago,56.528,BARRA DO CEARÁ,capital,CV,-38.58489366176471,-3.6978509852941186,17.174,50,MORRO DO SANTIAGO; RUA SANTIAGO DA BARRA DO CEARÁ; COMUNIDADE DO POLO DA BARRA
170,Residencial Maria Alves Carioca,56.526,GRANJA LISBOA,capital,CV,-38.6159715,-3.783128,11.195,45,RESIDENCIAL MARIA ALVES CARIOCA; MUTIRÃO DA SÃO FRANCISCO; RUA EDSON MARTINS
171,Comunidade Língua da Cobra,56.513,BARRA DO CEARÁ,capital,CV,-38.579619375,-3.6965133125000005,17.394,54,COMUNIDADE LÍNGUA DA COBRA; MORRO DO GRÊMIO; COMUNIDADE SÃO PEDRO
172,Jereissati Setor F - Pacatuba,56.482,MARACANAÚ,rmf,CV,-38.609832,-3.8931822857142855,5.807,19,JEREISSATI SETOR F - PACATUBA; RESIDENCIAL PACATUBA 1; RESIDENCIAL PACATUBA 2
173,Timbó,56.356,MARACANAÚ,rmf,CV,-38.60467241176471,-3.8787646764705888,5.473,19,RUA 125; TIMBÓ; JEREISSATI SETOR C - MARACANAÚ
174,Jereissati Setor A - Maracanaú,56.302,MARACANAÚ,rmf,CV,-38.620903479999996,-3.87406864,5.721,20,JEREISSATI SETOR A - MARACANAÚ; OURO PRETO; FAVELA DA LAGOA
175,Comunidade do Gato Morto,56.215,BARRA DO CEARÁ,capital,CV,-38.58791728125,-3.70713190625,16.048,65,COMUNIDADE DO GATO MORTO; LAMA SECA; COMUNIDADE RIACHO DOCE- BARRA DO CEARÁ
176,Alto da Mangueira - Maracanaú,55.994,MARACANAÚ,rmf,CV,-38.62994783333333,-3.8872123333333337,5.501,18,ALTO DA MANGUEIRA - MARACANAÚ; RUA LUIS GIRÃO; COLÔNIA - (EM DISPUTA)
177,Comunidade Do Pombal,55.763,BARRA DO CEARÁ,capital,CV,-38.586835818181825,-3.6996922272727275,16.141,51,COMUNIDADE DO POMBAL; MORRO DO SANTIAGO; RUA SANTIAGO DA BARRA DO CEARÁ
178,Cristo Redentor Colônia - (Complexo Da Barra Do Ceará),55.741,CRISTO REDENTOR,capital,CV,-38.567801749999994,-3.70545575,15.982,48,CRISTO REDENTOR COLÔNIA - (COMPLEXO DA BARRA DO CEARÁ); JAMBALAIA / MORRO DO FALCÃO; LAJE DA COLÔNIA
