FID,id,logradouro_id,nome,metrica,comprimento,numero_porta_minimo,numero_porta_maximo,class_viaria,pavimentacao,agua,esgoto,galeria,sarjeta,iluminacao,arborizacao,quant_autonomas,quant_autonomas_prediais,quant_autonomas_territoriais,quant_autonomas_residenciais,quant_autonomas_nao_residenciais,quant_lotes,quant_quadras,data_criacao,data_alteracao,the_geom
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42b8,114684,32362,RUA DO CANAL (BARROSO),60,299.2,,,Local,Pedra rust,Com,Com,Sem,Com,Com,Sem,1,0,1,0,0,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((554095.2901293096 9577992.367544238, 554375.3174839851 9577886.97971193))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42b7,149996,3690,AVENIDA WASHINGTON SOARES,1560,137.88,5205,5295,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,28,29,1,0,29,6,6,2013-05-17,2014-11-06,"MULTILINESTRING ((557832.7243252002 9579464.766481655, 557844.3409079125 9579327.3732305))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42b6,149877,3690,AVENIDA WASHINGTON SOARES,1880,105.08,,,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2014-11-06,"MULTILINESTRING ((557838.8189710088 9578610.86638081, 557828.5796130025 9578589.29160025, 557809.8469113924 9578558.822748234, 557781.378148696 9578523.41817328))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42b5,149897,537,AVENIDA BERNARDO MANUEL,1920,212.13,13394,14002,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,18,14,4,12,2,8,8,2013-05-17,2014-11-06,"MULTILINESTRING ((548374.1481988624 9575531.149900302, 548339.2990192762 9575431.859753095, 548303.0999503551 9575331.276080674))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42b4,149908,3221,AVENIDA SANTOS DUMONT,1980,120.52,7700,7700,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,1,0,0,1,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((560344.8074854399 9585516.25081129, 560375.6441309643 9585514.248431712, 560401.074351624 9585514.849145586, 560424.3019547462 9585517.852714956, 560448.9312235742 9585523.459377777, 560463.6765531464 9585528.252011018))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42b3,149921,3690,AVENIDA WASHINGTON SOARES,2020,103.5,462,6440,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,16,17,1,14,3,6,6,2013-05-17,2014-11-06,"MULTILINESTRING ((557635.7853765575 9578380.5220829, 557569.5086066868 9578301.026167471))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42b2,149930,3690,AVENIDA WASHINGTON SOARES,2000,100.11,,,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,0,1,0,0,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((557645.3124988104 9578369.28107439, 557581.2763633323 9578292.331574574))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42b1,149865,537,AVENIDA BERNARDO MANUEL,1820,77.1,35,13733,Arterial I,Pedra rust,Com,Com,Com,Com,Com,Com,15,13,3,11,2,15,15,2013-05-17,2014-11-06,"MULTILINESTRING ((548483.9096486736 9575807.034517009, 548458.9430941162 9575734.09215292))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42b0,149406,8921,AVENIDA DR RAUL BARBOSA,540,126.37,6324,7492,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,21,22,0,1,21,12,12,2013-05-17,2014-11-06,"MULTILINESTRING ((554233.2907887836 9583091.48820578, 554143.2437416038 9583002.831858415))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42af,145947,5346,RUA PRO ISAÍAS GOMES,20,115.67,16,197,Local,Pedra rust,Com,Com,Sem,Com,Com,Com,21,20,1,10,10,20,20,2013-05-17,2014-11-06,"MULTILINESTRING ((557622.9819490644 9584682.752706943, 557633.1233349354 9584567.52420449))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42ae,126208,4794,RUA JABORANDÍ,280,47.43,2038,2080,Coletora,Asfalto,Com,Com,Com,Com,Com,Com,7,7,0,4,3,6,6,2013-05-17,2017-11-07,"MULTILINESTRING ((553332.32463946 9575105.83682154, 553318.9658141152 9575060.323069226))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42ad,145985,1767,RUA DOM JERÔNIMO,20,57.98,20,420,Local,Asfalto,Com,Com,Com,Com,Com,Com,10,19,0,16,4,12,12,2013-05-17,2014-11-06,"MULTILINESTRING ((550656.245474711 9587542.20163136, 550667.8581891162 9587485.394500896))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42ac,126223,78,AVENIDA AGUANAMBI,280,128.92,205,661,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,13,15,1,0,15,7,7,2013-05-17,2014-11-06,"MULTILINESTRING ((552654.9362588119 9586411.33890774, 552652.4062036213 9586404.527220689, 552670.2780137148 9586284.19036606))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42ab,149870,761,AVENIDA PRS CASTELO BRANCO,1900,83.85,412,412,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,6,0,0,6,2,2,2013-05-17,2018-09-11,"MULTILINESTRING ((546750.172303461 9590579.537619753, 546673.5032644506 9590613.498402132))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42aa,149980,761,AVENIDA PRS CASTELO BRANCO,2200,78.37,41,6047,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,4,4,0,2,2,4,4,2013-05-17,2018-09-11,"MULTILINESTRING ((546166.1101107977 9590836.925703978, 546093.0621883202 9590865.30810466))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42a9,149264,3690,AVENIDA WASHINGTON SOARES,520,551.1,1141,1321,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,2,2,0,0,2,2,2,2013-05-17,2018-09-12,"MULTILINESTRING ((557479.5988133218 9583666.806179365, 557492.7352658757 9583539.368635772, 557504.4729912498 9583483.732229816, 557535.9050282657 9583118.954435343))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42a8,149299,3690,AVENIDA WASHINGTON SOARES,540,311.02,,,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,0,1,0,0,1,1,2013-05-17,2018-09-12,"MULTILINESTRING ((557452.1754579034 9583660.229509512, 557466.4051662796 9583509.99824445, 557474.3747120138 9583350.078779418))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42a7,149213,2936,RUA DES PRAXEDES,240,22.94,1236,1236,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,0,1,0,0,2,2,2013-05-17,2018-10-23,"MULTILINESTRING ((550659.5260519112 9584078.801128954, 550681.401651204 9584071.907297023))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42a6,149240,537,AVENIDA BERNARDO MANUEL,520,138.3,2830,8809,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,7,7,0,3,4,5,5,2013-05-17,2018-10-29,"MULTILINESTRING ((550198.8703605 9581333.705297057, 550149.5336681469 9581204.507352274))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42a5,147636,977,RUA CUIABÁ,20,168.07,4,482,Local,Asfalto,Com,Com,Com,Com,Com,Com,54,54,2,39,15,28,28,2013-05-17,2018-11-12,"MULTILINESTRING ((547335.7135519112 9583080.801128954, 547447.5678563915 9583018.538493877, 547471.7570711231 9583002.783676388, 547479.5885519112 9582994.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42a4,149234,1198,AVENIDA SEN VIRGÍLIO TÁVORA,520,112.52,1815,2000,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,15,20,0,9,11,8,8,2013-05-17,2018-11-20,"MULTILINESTRING ((556105.9525791566 9586394.351751328, 556071.8369213409 9586287.131112477))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42a3,126252,4206,RUA DR THOMPSON BULCÃO,280,37.58,14,584,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,4,3,1,2,1,6,6,2013-05-17,2019-04-30,"MULTILINESTRING ((556270.55284813 9583337.395308372, 556304.9398364673 9583322.23332216))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42a2,149519,4206,RUA DR THOMPSON BULCÃO,20,41.11,55,2001,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,4,2,1,3,7,7,2013-05-17,2019-04-30,"MULTILINESTRING ((555858.7197574958 9583520.18989687, 555896.259894386 9583503.433922091))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42a1,149325,3331,AVENIDA BAR DE STUDART,540,98.63,291,1500,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,5,6,0,2,4,4,4,2013-05-17,2019-05-31,"MULTILINESTRING ((554707.9783720156 9586952.111270078, 554677.1146167845 9586858.437065605))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-42a0,149095,325,AVENIDA ANTONIO SALES,520,111.23,2283,2355,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,2,2,2013-05-17,2019-07-01,"MULTILINESTRING ((555367.2977945462 9585957.82773296, 555473.7399437645 9585925.533416836))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-429f,149271,1444,AVENIDA GODOFREDO MACIEL,520,103.35,339,1725,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,3,3,1,2,1,6,6,2013-05-17,2019-12-12,"MULTILINESTRING ((547896.2134249936 9580704.325314391, 547845.6184953904 9580614.203096036))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-429e,130821,352,RUA CAP ARAGÃO,180,77.67,451,509,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,10,10,0,5,5,6,6,2013-05-17,2020-05-06,"MULTILINESTRING ((553947.854321909 9583827.700151514, 554024.7080012835 9583838.947031425))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-429d,148995,8921,AVENIDA DR RAUL BARBOSA,500,41.64,5800,6322,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,5,5,0,2,3,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((554310.2618436106 9583204.021638727, 554299.1655202042 9583175.7894355, 554294.3758564815 9583165.549464783))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-429c,148945,1357,RUA PDE FRANCISCO PITA,500,70.15,140,1262,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,11,10,1,7,3,13,13,2013-05-17,2014-11-06,"MULTILINESTRING ((556120.1717104429 9581831.007384019, 556187.6019299942 9581811.64906129))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-429b,148893,8921,AVENIDA DR RAUL BARBOSA,620,100.88,6880,6880,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,8,8,0,3,5,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((554094.0942160351 9582863.633731779, 554078.1427851422 9582764.021037908))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-429a,148869,427,AVENIDA AUGUSTO DOS ANJOS,620,58.47,770,1996,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,14,16,1,2,14,15,15,2013-05-17,2014-11-06,"MULTILINESTRING ((546480.7661147215 9581877.862284278, 546442.0022198943 9581834.0885963))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4299,148677,3219,AVENIDA ENG SANTANA JÚNIOR,610,126.79,1391,3700,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,10,14,2,1,13,8,8,2013-05-17,2014-11-06,"MULTILINESTRING ((556618.6576033344 9585576.13668881, 556590.9114921166 9585452.415906442))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4298,148498,1268,AVENIDA SEN FERNANDES TÁVORA,560,80.14,1147,1211,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,12,12,0,5,7,8,8,2013-05-17,2014-11-06,"MULTILINESTRING ((546308.9265049803 9584189.434853394, 546238.1975935291 9584227.116067458))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4297,111482,6510,RUA PITANGUEIRAS,120,158.89,246,1439,Local,Pedra rust,Com,Com,Com,Com,Com,Com,47,44,3,42,2,17,17,2013-05-17,2014-11-06,"MULTILINESTRING ((544129.7760519112 9578983.801128954, 544173.394942888 9578957.275900051, 544265.874298506 9578901.81038449))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4296,111689,4611,RUA 20 (CONJ. PLANALTO DA BARRA),120,27.19,200,1099,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,0,0,0,0,0,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((544792.9468577816 9589347.546964506, 544767.0897019157 9589355.950540163))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4295,148504,3690,AVENIDA WASHINGTON SOARES,560,117.87,1360,1360,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,19,18,1,0,18,2,2,2013-05-17,2018-09-12,"MULTILINESTRING ((557474.3747120138 9583350.078779418, 557484.5723223382 9583232.646328617))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4294,148625,3690,AVENIDA WASHINGTON SOARES,580,122.24,1400,1400,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,185,185,2,0,185,2,2,2013-05-17,2018-09-12,"MULTILINESTRING ((557484.5723223382 9583232.646328617, 557494.8171906192 9583110.837896986))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4293,148254,2936,RUA DES PRAXEDES,80,78.26,1125,1841,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,5,5,0,4,1,6,6,2013-05-17,2018-10-23,"MULTILINESTRING ((551141.9635532919 9583931.814708006, 551216.8628406137 9583909.13877698))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4292,148450,3449,AVENIDA 13 DE MAIO,560,85.65,1189,1516,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,38,39,0,0,39,3,3,2013-05-17,2018-10-26,"MULTILINESTRING ((552254.4090602078 9585568.63590971, 552188.8222448872 9585623.713265007))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4291,148659,3449,AVENIDA 13 DE MAIO,580,71.02,,,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,1,1,2013-05-17,2018-10-26,"MULTILINESTRING ((552191.1401457491 9585632.117323946, 552137.5304716344 9585678.700487373))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4290,148705,3449,AVENIDA 13 DE MAIO,600,109.45,1251,1331,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,11,11,0,1,10,4,4,2013-05-17,2018-10-26,"MULTILINESTRING ((552188.8222448872 9585623.713265007, 552105.7196628641 9585694.944049599))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-428f,148866,3449,AVENIDA 13 DE MAIO,620,39.89,1312,1336,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,2,2,0,0,2,2,2,2013-05-17,2018-10-26,"MULTILINESTRING ((552137.5304716344 9585678.700487373, 552107.0822586662 9585704.464359887))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-428e,148492,537,AVENIDA BERNARDO MANUEL,560,161.63,7940,8075,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,25,20,5,13,7,23,23,2013-05-17,2018-10-29,"MULTILINESTRING ((550149.5336681469 9581204.507352274, 550101.9752133107 9581050.036339218))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-428d,145976,5609,RUA ALICE,20,77.5,22,531,Local,Asfalto,Com,Com,Com,Com,Com,Com,14,19,25,16,3,43,43,2013-05-17,2018-11-01,"MULTILINESTRING ((555233.7513320283 9580924.815792738, 555304.3169 9580956.8557))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-428c,148757,891,AVENIDA MAE LISBOA,600,126.09,1427,2641,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,8,5,3,0,5,5,5,2013-05-17,2018-11-12,"MULTILINESTRING ((560321.7494999962 9579225.936340792, 560445.1170003676 9579252.010564946))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-428b,148486,1615,AVENIDA ENG HUMBERTO MONTE,560,77.62,,,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2018-11-19,"MULTILINESTRING ((548133.0568299266 9586372.447499782, 548092.169657959 9586405.403702619, 548075.6488049784 9586424.301656747))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-428a,148617,1615,AVENIDA ENG HUMBERTO MONTE,580,67.94,2450,2450,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,16,16,1,15,1,2,2,2013-05-17,2018-11-19,"MULTILINESTRING ((548135.368387033 9586387.259266054, 548111.3582515363 9586406.539869327, 548085.8576205987 9586433.555389233))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4289,148823,1615,AVENIDA ENG HUMBERTO MONTE,620,83.2,530,2601,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,1,0,0,1,4,4,2013-05-17,2018-11-19,"MULTILINESTRING ((548085.8576205987 9586433.555389233, 548055.8123227614 9586467.892872477, 548033.0889882622 9586497.811929598))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4288,149005,1198,AVENIDA SEN VIRGÍLIO TÁVORA,500,111.96,444,1751,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,46,47,2,40,7,9,9,2013-05-17,2018-11-20,"MULTILINESTRING ((556139.0910062903 9586510.64551362, 556104.6871014478 9586404.104388947))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4287,148690,1198,AVENIDA SEN VIRGÍLIO TÁVORA,600,60.59,2001,2001,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,34,38,0,20,18,1,1,2013-05-17,2018-11-20,"MULTILINESTRING ((556037.480624462 9586180.20843729, 556018.425437487 9586122.69362487))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4286,149011,1235,AVENIDA DOS EXPEDICIONÁRIOS,500,111.7,4580,4654,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,14,13,2,2,11,10,10,2013-05-17,2018-11-20,"MULTILINESTRING ((551164.8194902125 9584575.077066548, 551131.9998866258 9584468.306621553))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4285,148357,94,AVENIDA ALBERTO CRAVEIRO,720,235.63,2329,2329,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,1,1,0,1,3,3,2013-05-17,2018-12-04,"MULTILINESTRING ((553417.8719329052 9580024.150743697, 553412.3660987084 9579998.456850778, 553407.7779035443 9579977.121743266, 553400.8956107982 9579961.292469949, 553389.425122888 9579944.5455576, 553299.0233399611 9579824.879692247))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4284,148392,1360,AVENIDA FRANCISCO SÁ,720,66.6,4662,4696,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,9,9,0,5,4,6,6,2013-05-17,2019-05-27,"MULTILINESTRING ((548179.6510519112 9589425.801128954, 548116.7005622138 9589447.535860723))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4283,148559,3331,AVENIDA BAR DE STUDART,580,110.33,,,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2019-05-31,"MULTILINESTRING ((554677.1146167845 9586858.437065605, 554643.0922901117 9586753.48224884))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4282,148298,325,AVENIDA ANTONIO SALES,700,42.96,3414,3414,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,2,1,1,2,1,4,4,2013-05-17,2019-07-01,"MULTILINESTRING ((556228.8249166486 9585689.749365555, 556269.8011804196 9585676.84914132))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4281,148568,2494,AVENIDA DES MOREIRA,580,111.22,330,1800,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,51,55,0,0,55,2,2,2013-05-17,2019-07-01,"MULTILINESTRING ((555522.2318440933 9586463.945326768, 555488.2964442308 9586358.03115772))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4280,148482,2494,AVENIDA DES MOREIRA,560,112.98,521,1759,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,2,4,0,1,2,5,5,2013-05-17,2019-07-01,"MULTILINESTRING ((555529.9279305588 9586461.516841933, 555494.9049168362 9586354.101795625))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-427f,148489,1444,AVENIDA GODOFREDO MACIEL,560,113.83,2238,2350,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,85,85,0,0,85,6,6,2013-05-17,2019-12-12,"MULTILINESTRING ((547797.4004211432 9580522.503301853, 547762.7241241205 9580414.08207983))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-427e,148602,3385,AVENIDA DR THEBERGE,560,49.6,5,1981,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,20,20,0,14,6,11,11,2013-05-17,2022-05-10,"MULTILINESTRING ((548201.7479189981 9589075.919829851, 548185.2921207161 9589029.126555067))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-427d,148286,3385,AVENIDA DR THEBERGE,680,58.25,1645,3716,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,11,15,0,3,12,11,11,2013-05-17,2022-05-10,"MULTILINESTRING ((548105.734600139 9588790.000027455, 548088.1324989521 9588734.473200826))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-427c,143799,3373,RUA TEÓFILO CORDEIRO,20,159.76,59,6134,Local,Asfalto,Com,Com,Com,Com,Com,Com,24,22,3,14,8,25,25,2013-05-17,2020-05-11,"MULTILINESTRING ((553606.2760519112 9582644.801128954, 553613.1091142063 9582651.17298212, 553758.4654782662 9582689.870950168))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-427b,148484,2855,RUA PERNAMBUCO,560,37.86,,,Coletora,Pedra rust,Com,Com,Com,Com,Com,Com,4,4,0,3,1,4,4,2013-05-17,2017-11-07,"MULTILINESTRING ((547077.4684927118 9585091.258682888, 547051.5075740976 9585118.819932103))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-427a,148091,1268,AVENIDA SEN FERNANDES TÁVORA,660,92.62,1450,1450,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,2,1,1,0,1,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((546064.3478791002 9584327.958333185, 545982.7410905089 9584371.76991723))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4279,148016,1268,AVENIDA SEN FERNANDES TÁVORA,640,92.6,1307,1375,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,19,20,0,13,7,9,9,2013-05-17,2014-11-06,"MULTILINESTRING ((546142.5381854407 9584277.68469368, 546060.6568181074 9584320.928161344))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4278,148059,2855,RUA PERNAMBUCO,660,37.57,,,Coletora,Pedra rust,Com,Com,Com,Com,Com,Com,5,2,3,1,1,4,4,2013-05-17,2017-11-07,"MULTILINESTRING ((546949.797673774 9585226.575525802, 546923.9010519112 9585253.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4277,127562,78,AVENIDA AGUANAMBI,400,74.52,291,1017,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,23,24,1,16,8,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((552711.5705711514 9586021.807718225, 552721.6907919133 9585957.583240313, 552724.5350342824 9585948.518770028))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4276,147885,2855,RUA PERNAMBUCO,840,33.07,2881,2881,Coletora,Pedra rust,Com,Com,Com,Com,Com,Com,2,1,1,1,0,2,2,2013-05-17,2017-11-07,"MULTILINESTRING ((546717.927551358 9585472.315180084, 546694.9894794319 9585496.142324565))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4275,147871,3956,RUA CEL VIRGÍLIO NOGUEIRA PAES,840,84.89,21,1720,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,3,2,1,1,1,6,6,2013-05-17,2014-11-06,"MULTILINESTRING ((543134.8702107118 9580264.737626836, 543109.8960301079 9580183.606193846))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4274,143112,6719,RUA GENIPO FERNANDES,40,211.72,6,1212,Local,Asfalto,Com,Com,Com,Com,Com,Com,79,75,11,65,10,53,53,2013-05-17,2014-11-06,"MULTILINESTRING ((544244.2135519112 9587746.801128954, 544041.7760519112 9587808.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4273,114956,1177,RUA ERETIDES DE ALENCAR,80,166.27,444,779,Local,Asfalto,Com,Com,Com,Com,Com,Com,70,71,0,64,7,48,48,2013-05-17,2014-11-06,"MULTILINESTRING ((546354.2135519112 9588525.801128954, 546338.1969181248 9588360.307236435))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4272,147598,325,AVENIDA ANTONIO SALES,720,27.8,108,108,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,0,1,0,0,2,2,2013-05-17,2017-07-27,"MULTILINESTRING ((556317.4698442564 9585664.71014509, 556343.8656233816 9585655.979233533))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4271,114967,7462,RUA LUCAS PINTO,80,89.94,15,3113,Local,Asfalto,Com,Com,Com,Com,Com,Com,19,19,1,11,8,18,18,2013-05-17,2014-11-06,"MULTILINESTRING ((549076.8977174474 9589753.09155767, 549059.7760519112 9589664.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-4270,115110,5175,RUA DOS MAIAS,80,95.92,160,255,Local,Asfalto,Com,Com,Com,Com,Com,Com,14,14,3,10,4,11,11,2013-05-17,2014-11-06,"MULTILINESTRING ((556217.6165294679 9581512.930496091, 556189.6236378477 9581421.183115333))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-426f,147753,427,AVENIDA AUGUSTO DOS ANJOS,800,74.7,2250,2500,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,1,1,0,0,1,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((546181.1522626007 9581515.313141037, 546160.4013639789 9581484.004767675, 546137.8302110932 9581454.516648583))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-426e,148141,761,AVENIDA PRS CASTELO BRANCO,680,45.49,2569,2569,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,11,12,0,7,5,14,14,2013-05-17,2018-09-11,"MULTILINESTRING ((549808.4413167341 9589605.4926232, 549764.8063742964 9589618.366777921))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-426d,148083,3690,AVENIDA WASHINGTON SOARES,660,62.97,15,16,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,2,2,2013-05-17,2018-09-12,"MULTILINESTRING ((557515.6278574992 9582855.14513668, 557526.8667077469 9582793.18737249))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-426c,147787,3690,AVENIDA WASHINGTON SOARES,840,233.99,2271,2271,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,10,10,6,1,9,9,9,2013-05-17,2018-09-12,"MULTILINESTRING ((557595.8797549537 9582244.806930006, 557615.839700863 9582011.66988359))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-426b,147898,2936,RUA DES PRAXEDES,140,78.69,1489,5000,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,10,15,0,5,10,8,8,2013-05-17,2018-10-23,"MULTILINESTRING ((550907.7135519112 9584002.801128954, 550983.2983785572 9583980.909845354))"
